valid_time,u100,v100,u10,v10,d2m,t2m,latitude,longitude
2025-04-07 00:00:00,-0.7790985,1.8379517,-1.1208954,0.54937744,292.43793,296.20197,13.0,77.5
2025-04-07 01:00:00,-0.6945343,2.1441345,-1.1430664,1.1039581,292.60217,296.12607,13.0,77.5
2025-04-07 02:00:00,-0.106658936,2.3754578,-0.12754822,1.110321,292.7788,297.33795,13.0,77.5
2025-04-07 03:00:00,0.121536255,1.6437683,0.13737488,1.3076019,293.1538,297.95618,13.0,77.5
2025-04-07 04:00:00,-0.34883118,0.8919983,-0.1960907,0.7772064,292.21857,298.14038,13.0,77.5
2025-04-07 05:00:00,-1.1802216,-0.23088074,-0.8967285,-0.12754822,290.7858,300.7508,13.0,77.5
2025-04-07 06:00:00,-2.2517548,-1.5395355,-1.7453613,-1.2030945,289.9372,303.63306,13.0,77.5
2025-04-07 07:00:00,-3.167038,-2.4047394,-2.4266205,-1.8599243,289.02832,304.56674,13.0,77.5
2025-04-07 08:00:00,-3.5587616,-2.8169708,-2.7068787,-2.166565,286.8082,305.8346,13.0,77.5
2025-04-07 09:00:00,-3.8255157,-3.1460266,-2.8716278,-2.4059906,286.20328,306.8516,13.0,77.5
2025-04-07 10:00:00,-3.9801025,-2.4914093,-2.971817,-1.9137726,287.09628,306.42416,13.0,77.5
2025-04-07 11:00:00,-3.8794556,-2.4183655,-2.7507935,-1.7911072,286.72522,306.46735,13.0,77.5
2025-04-07 12:00:00,-2.9950714,-2.382782,-1.4937897,-1.1324158,287.75244,306.1231,13.0,77.5
2025-04-07 13:00:00,-2.6651764,-2.290924,-1.3757324,-1.2472992,287.6054,304.52,13.0,77.5
2025-04-07 14:00:00,-3.7111053,-0.971405,-1.7914124,-0.43190002,286.8372,303.13577,13.0,77.5
2025-04-07 15:00:00,-5.2534027,1.1964569,-2.1807709,0.25604248,287.26617,300.91956,13.0,77.5
2025-04-07 16:00:00,-5.572006,3.060089,-2.4075775,0.9950104,288.02948,301.0923,13.0,77.5
2025-04-07 17:00:00,-5.021454,3.7105103,-2.1406097,1.2922974,289.39655,299.57574,13.0,77.5
2025-04-07 18:00:00,-4.5976105,3.5992432,-1.9367676,1.1856384,289.68417,298.83456,13.0,77.5
2025-04-07 19:00:00,-5.0941315,3.1178284,-2.2522583,1.0086823,290.15744,298.55875,13.0,77.5
2025-04-07 20:00:00,-5.3569794,2.7973328,-2.4034576,0.91955566,290.56793,297.42065,13.0,77.5
2025-04-07 21:00:00,-5.023529,2.5285187,-2.2092133,0.72935486,291.113,296.7004,13.0,77.5
2025-04-07 22:00:00,-4.1571655,2.6298676,-1.7782135,0.7547455,292.17563,295.0487,13.0,77.5
2025-04-07 23:00:00,-3.058014,2.7930145,-1.4786987,0.82032776,292.82037,294.75095,13.0,77.5
2025-04-08 00:00:00,-2.3222198,2.8006134,-1.7019806,0.9535217,293.23688,295.6538,13.0,77.5
2025-04-08 01:00:00,-1.7617493,2.8663635,-1.3931274,0.88067627,292.94855,295.6195,13.0,77.5
2025-04-08 02:00:00,-0.8444061,2.9337158,-0.6746521,1.3498077,293.3296,297.59113,13.0,77.5
2025-04-08 03:00:00,-0.19239807,2.51297,-0.1769867,1.9019928,293.03796,298.6596,13.0,77.5
2025-04-08 04:00:00,-0.21315002,2.367859,-0.11820984,1.9028625,292.23523,298.9079,13.0,77.5
2025-04-08 05:00:00,-0.9727783,1.3488007,-0.71087646,1.1463623,290.99026,301.17914,13.0,77.5
2025-04-08 06:00:00,-1.892746,-0.29563904,-1.4828644,-0.22233582,289.67078,304.60773,13.0,77.5
2025-04-08 07:00:00,-2.581833,-1.837738,-1.9832764,-1.4431763,288.41486,304.87524,13.0,77.5
2025-04-08 08:00:00,-2.6940613,-2.471939,-2.0343475,-1.9271393,286.709,306.42435,13.0,77.5
2025-04-08 09:00:00,-2.7052612,-2.9790497,-1.9699402,-2.2885742,285.71228,307.24307,13.0,77.5
2025-04-08 10:00:00,-3.5542297,-4.09111,-2.525406,-3.0004272,285.93378,306.66595,13.0,77.5
2025-04-08 11:00:00,-3.6437683,-4.062744,-2.4728088,-2.7534943,285.36145,306.2579,13.0,77.5
2025-04-08 12:00:00,-4.15802,-3.4483185,-2.3719482,-1.8586273,286.49615,305.37924,13.0,77.5
2025-04-08 13:00:00,-4.669159,-2.0872192,-2.3487396,-0.7964783,284.94025,304.65552,13.0,77.5
2025-04-08 14:00:00,-5.3893127,-0.29310608,-2.5636292,-0.03956604,286.13757,302.67474,13.0,77.5
2025-04-08 15:00:00,-4.989853,1.580658,-2.174469,0.7307129,287.42987,299.99835,13.0,77.5
2025-04-08 16:00:00,-4.470215,2.0065308,-1.9519958,0.71614075,287.37787,299.3609,13.0,77.5
2025-04-08 17:00:00,-4.4283905,2.0542755,-1.8015137,0.56469727,288.21063,298.12598,13.0,77.5
2025-04-08 18:00:00,-4.0423737,1.9474335,-1.709671,0.47705078,288.66196,297.4513,13.0,77.5
2025-04-08 19:00:00,-4.0772705,1.5157776,-1.7618408,0.19049072,289.0096,297.034,13.0,77.5
2025-04-08 20:00:00,-4.180359,0.8737488,-1.6299896,-0.09194946,289.13498,295.79593,13.0,77.5
2025-04-08 21:00:00,-4.4104614,0.39105225,-1.685791,-0.25556946,288.7898,295.14227,13.0,77.5
2025-04-08 22:00:00,-4.7542877,-0.5630188,-1.872345,-0.49238586,289.1493,294.44617,13.0,77.5
2025-04-08 23:00:00,-4.593109,-0.6410675,-1.8213043,-0.4141693,289.42285,294.36145,13.0,77.5
2025-04-09 00:00:00,-3.7300568,-0.13737488,-1.8429413,0.013504028,291.06213,295.72943,13.0,77.5
2025-04-09 01:00:00,-2.6568909,0.839447,-1.2447357,0.91929626,291.17828,295.38025,13.0,77.5
2025-04-09 02:00:00,-1.9155426,1.3638763,-0.7885132,0.7732849,291.54932,297.1734,13.0,77.5
2025-04-09 03:00:00,-1.4195099,0.904129,-1.038559,0.7555084,291.21283,298.18256,13.0,77.5
2025-04-09 04:00:00,-1.9282379,0.88449097,-1.4825745,0.7727661,290.0359,299.05258,13.0,77.5
2025-04-09 05:00:00,-2.2091217,0.5335388,-1.7219543,0.494339,289.0827,300.74786,13.0,77.5
2025-04-09 06:00:00,-2.4483795,-1.0779724,-1.9118195,-0.8618927,288.2704,302.8693,13.0,77.5
2025-04-09 07:00:00,-2.2844849,-2.1505432,-1.7524719,-1.6842651,287.57373,303.40106,13.0,77.5
2025-04-09 08:00:00,-2.06456,-2.940155,-1.5462341,-2.2953491,286.9084,304.55878,13.0,77.5
2025-04-09 09:00:00,-2.4272003,-3.3594513,-1.8078003,-2.623932,285.7968,306.02118,13.0,77.5
2025-04-09 10:00:00,-2.3516846,-4.4319153,-1.6599579,-3.380478,286.8584,305.37335,13.0,77.5
2025-04-09 11:00:00,-2.6356354,-4.7951813,-1.7861786,-3.50943,286.8993,305.07767,13.0,77.5
2025-04-09 12:00:00,-2.4056396,-4.5949554,-1.2935028,-2.6134644,287.3588,304.87213,13.0,77.5
2025-04-09 13:00:00,-1.8371277,-4.403122,-0.49671936,-2.0604553,286.7672,304.008,13.0,77.5
2025-04-09 14:00:00,-1.9166107,-4.1884155,-0.59814453,-1.9285278,287.59808,301.91626,13.0,77.5
2025-04-09 15:00:00,-2.2763062,-3.3278656,-1.086441,-1.6112213,287.48865,299.29736,13.0,77.5
2025-04-09 16:00:00,-2.6606445,-1.8019867,-1.7307587,-0.9754944,287.91867,298.609,13.0,77.5
2025-04-09 17:00:00,-3.2387543,0.29299927,-1.7075195,-0.036331177,288.0752,297.50818,13.0,77.5
2025-04-09 18:00:00,-3.08609,2.197754,-1.8020172,0.57502747,287.96985,297.37653,13.0,77.5
2025-04-09 19:00:00,-2.4549103,3.0007324,-1.7878265,0.9119415,288.3235,297.05582,13.0,77.5
2025-04-09 20:00:00,-1.4693909,3.0075836,-1.694397,1.0518494,288.56757,296.21838,13.0,77.5
2025-04-09 21:00:00,-0.38438416,2.8994446,-1.3287506,1.285553,289.48575,295.69952,13.0,77.5
2025-04-09 22:00:00,1.2868195,3.2784271,0.042236328,2.2563477,289.38538,295.7864,13.0,77.5
2025-04-09 23:00:00,1.9188232,3.5776825,0.4759369,1.7078857,289.72647,295.09302,13.0,77.5
2025-04-10 00:00:00,2.2237701,3.8823395,0.6709595,1.7697144,289.6326,296.2881,13.0,77.5
2025-04-10 01:00:00,2.9300385,3.6349945,1.0560303,1.6552277,290.2341,296.13074,13.0,77.5
2025-04-10 02:00:00,2.8434296,2.4828796,1.6280823,1.5954895,290.7865,297.34302,13.0,77.5
2025-04-10 03:00:00,3.0229492,1.3272705,2.2811432,1.0625305,291.73227,297.55478,13.0,77.5
2025-04-10 04:00:00,3.5699768,0.89546204,2.7709045,0.7545471,292.0597,298.026,13.0,77.5
2025-04-10 05:00:00,3.7919617,0.4871521,2.9887238,0.4493866,291.49646,299.8617,13.0,77.5
2025-04-10 06:00:00,3.2487793,-0.1493988,2.603241,-0.056137085,291.17694,303.72977,13.0,77.5
2025-04-10 07:00:00,2.477951,-0.81492615,2.0063782,-0.61586,290.70905,303.9358,13.0,77.5
2025-04-10 08:00:00,1.9980011,-1.2841644,1.6180115,-1.0084381,289.7541,304.76416,13.0,77.5
2025-04-10 09:00:00,1.5940094,-1.7298584,1.2812805,-1.3556061,288.85217,305.0267,13.0,77.5
2025-04-10 10:00:00,1.0145874,-2.107071,0.83503723,-1.6324921,290.12256,304.2455,13.0,77.5
2025-04-10 11:00:00,1.0702972,-1.6672211,0.89378357,-1.2516327,290.17554,304.42017,13.0,77.5
2025-04-10 12:00:00,1.399353,-1.2711487,0.9512329,-0.786026,290.7024,304.31787,13.0,77.5
2025-04-10 13:00:00,2.2150116,-0.5620117,1.7944183,0.026535034,291.66174,303.22638,13.0,77.5
2025-04-10 14:00:00,3.5174713,0.07182312,1.859314,-0.083114624,290.22437,303.06973,13.0,77.5
2025-04-10 15:00:00,5.10997,-0.037094116,2.6822052,-0.1617279,289.51825,301.04578,13.0,77.5
2025-04-10 16:00:00,5.991455,-1.0639343,2.823059,-0.5355377,290.12885,300.469,13.0,77.5
2025-04-10 17:00:00,5.447815,-2.0706635,2.6736145,-0.97569275,290.66534,298.63873,13.0,77.5
2025-04-10 18:00:00,5.04245,-2.4912567,2.4411774,-1.1226959,291.25174,297.95587,13.0,77.5
2025-04-10 19:00:00,4.6054688,-1.6138763,2.0983124,-0.50704956,292.04285,297.27838,13.0,77.5
2025-04-10 20:00:00,3.9687042,-0.3320923,1.6145325,0.17593384,292.06024,296.21997,13.0,77.5
2025-04-10 21:00:00,3.2544708,0.8939209,1.14711,0.75535583,292.38693,295.94858,13.0,77.5
2025-04-10 22:00:00,2.3492126,-0.8306427,1.3112488,-0.3212433,292.3873,295.8872,13.0,77.5
2025-04-10 23:00:00,3.8356476,-1.0826721,2.4055328,-0.38154602,292.4044,295.5552,13.0,77.5
2025-04-11 00:00:00,4.094742,-0.4423523,2.5354614,-0.08717346,293.23615,296.43,13.0,77.5
2025-04-11 01:00:00,3.9953156,0.15184021,2.5294342,0.23402405,293.25,296.296,13.0,77.5
2025-04-11 02:00:00,4.115509,0.37872314,2.8924103,0.35049438,293.0418,296.57684,13.0,77.5
2025-04-11 03:00:00,4.1209717,-0.02230835,3.10672,0.022125244,292.4974,296.73444,13.0,77.5
2025-04-11 04:00:00,4.3003693,-0.48884583,3.2913055,-0.3621521,292.00934,297.30707,13.0,77.5
2025-04-11 05:00:00,4.5937653,-0.69685364,3.544876,-0.5036011,291.90717,299.27573,13.0,77.5
2025-04-11 06:00:00,4.534088,-0.8100281,3.539566,-0.5880127,291.24377,301.34113,13.0,77.5
2025-04-11 07:00:00,4.079651,-0.8148804,3.2029266,-0.57632446,291.5864,302.3153,13.0,77.5
2025-04-11 08:00:00,3.430313,-1.2173767,2.727417,-0.8807068,291.141,303.52618,13.0,77.5
2025-04-11 09:00:00,2.9604645,-1.5101624,2.367508,-1.0931396,290.6489,304.9961,13.0,77.5
2025-04-11 10:00:00,1.7739868,-1.0144348,1.4405823,-0.7148895,290.96884,303.53094,13.0,77.5
2025-04-11 11:00:00,2.2237854,-1.9047852,1.8204498,-1.4215851,290.63525,303.6132,13.0,77.5
2025-04-11 12:00:00,2.793274,-1.5465698,1.7388611,-0.8930664,292.01306,302.5489,13.0,77.5
2025-04-11 13:00:00,1.6115875,-2.4368286,0.47859192,-1.237915,293.40436,300.61658,13.0,77.5
2025-04-11 14:00:00,-0.11741638,-2.4052887,-0.666626,-0.9020233,294.0775,298.99927,13.0,77.5
2025-04-11 15:00:00,-1.2446747,-2.8886719,-1.1058502,-1.2405853,293.20322,296.8082,13.0,77.5
2025-04-11 16:00:00,-0.8320923,-3.186554,-0.79649353,-1.4196472,293.15192,296.4347,13.0,77.5
2025-04-11 17:00:00,-0.48518372,-2.00737,-0.65437317,-0.5635834,293.11084,295.88098,13.0,77.5
2025-04-11 18:00:00,1.0113525,0.756958,0.33413696,1.0628357,293.1432,295.3776,13.0,77.5
2025-04-11 19:00:00,2.7366943,1.8377228,1.2667999,1.0978088,293.2743,294.94043,13.0,77.5
2025-04-11 20:00:00,4.5247345,1.7310028,2.1986237,0.8063202,292.54156,294.35358,13.0,77.5
2025-04-11 21:00:00,5.150406,1.7265015,2.646988,0.8441925,292.47122,294.21326,13.0,77.5
2025-04-11 22:00:00,4.2894135,2.2362823,2.2798767,1.2216187,292.1466,294.11383,13.0,77.5
2025-04-11 23:00:00,4.414688,2.4250183,2.2413177,1.3031464,292.1416,294.08112,13.0,77.5
2025-04-12 00:00:00,4.2276,2.2101135,2.0079956,1.122818,292.58865,295.22375,13.0,77.5
2025-04-12 01:00:00,4.2246246,1.6614685,2.1036072,0.77601624,292.63342,295.23523,13.0,77.5
2025-04-12 02:00:00,3.8925323,1.092041,2.912384,0.8884735,293.12994,296.13202,13.0,77.5
2025-04-12 03:00:00,3.7145996,0.69973755,2.8068695,0.58351135,293.27536,296.4511,13.0,77.5
2025-04-12 04:00:00,3.6737823,0.31906128,2.8453827,0.3028412,293.188,297.3662,13.0,77.5
2025-04-12 05:00:00,3.6352844,-0.5579529,2.8562012,-0.3876648,293.5168,299.3261,13.0,77.5
2025-04-12 06:00:00,3.152237,-1.5978088,2.5194397,-1.2218628,293.27484,301.89157,13.0,77.5
2025-04-12 07:00:00,2.4178162,-2.1367493,1.9627838,-1.6710663,293.53915,302.52533,13.0,77.5
2025-04-12 08:00:00,1.9663239,-2.5738983,1.6166687,-2.0232086,292.83264,304.30682,13.0,77.5
2025-04-12 09:00:00,1.7455902,-3.1932068,1.404953,-2.4921265,292.31827,304.8285,13.0,77.5
2025-04-12 10:00:00,-0.57247925,-1.8793182,-0.50914,-1.4169617,292.602,304.78137,13.0,77.5
2025-04-12 11:00:00,-0.113204956,-1.7185669,-0.06530762,-1.2557831,292.62427,302.6457,13.0,77.5
2025-04-12 12:00:00,-1.7633362,0.16648865,-1.130188,0.26280212,293.4574,302.92303,13.0,77.5
2025-04-12 13:00:00,-2.256958,2.1340332,-1.1698151,1.291275,294.12994,301.44098,13.0,77.5
2025-04-12 14:00:00,0.7562561,2.6417236,0.47192383,1.252945,293.53143,298.29175,13.0,77.5
2025-04-12 15:00:00,2.8495483,1.5582275,1.1942291,0.7516022,293.5207,296.76154,13.0,77.5
2025-04-12 16:00:00,2.271286,1.4295044,0.6599426,1.0162201,293.49567,296.6706,13.0,77.5
2025-04-12 17:00:00,0.5489807,1.7001648,-0.2890625,1.032486,293.3437,295.4723,13.0,77.5
2025-04-12 18:00:00,-0.2790985,2.130783,-0.41259766,1.24469,292.94403,294.85162,13.0,77.5
2025-04-12 19:00:00,0.24353027,1.7510986,0.20446777,0.8501587,292.75366,294.93176,13.0,77.5
2025-04-12 20:00:00,0.81204224,1.2830353,0.5369873,0.66178894,292.73523,294.56543,13.0,77.5
2025-04-12 21:00:00,1.4347534,1.147644,0.8864441,0.539032,292.96497,294.5031,13.0,77.5
2025-04-12 22:00:00,-0.06352234,2.2834167,0.77020264,0.9451904,292.16736,294.12488,13.0,77.5
2025-04-12 23:00:00,1.0455627,0.8784332,1.1181335,-0.10772705,292.03552,294.21143,13.0,77.5
2025-04-13 00:00:00,1.7642517,-0.625,1.2710419,-0.8361206,292.46396,295.27893,13.0,77.5
2025-04-13 01:00:00,3.1861572,-1.6698303,1.9305878,-1.1758728,292.27734,295.3717,13.0,77.5
2025-04-13 02:00:00,3.0119324,-1.8479614,1.8627167,-1.1904602,292.38342,295.6798,13.0,77.5
2025-04-13 03:00:00,2.1348877,-1.8003387,1.5999146,-1.3071289,292.5123,295.41632,13.0,77.5
2025-04-13 04:00:00,1.9357452,-2.0884552,1.5718842,-1.5543976,292.38354,295.1555,13.0,77.5
2025-04-13 05:00:00,1.481842,-2.1849518,1.2577362,-1.6707764,293.1994,297.03116,13.0,77.5
2025-04-13 06:00:00,0.71318054,-2.327713,0.6343994,-1.8147278,293.16663,299.46063,13.0,77.5
2025-04-13 07:00:00,-1.2504578,-2.247284,-0.98088074,-1.765274,292.64554,300.22174,13.0,77.5
2025-04-13 08:00:00,-2.7434387,-1.780716,-2.1774292,-1.3639221,292.1005,302.11755,13.0,77.5
2025-04-13 09:00:00,-3.3918457,-1.4924011,-2.6854858,-1.0576324,291.12262,303.01822,13.0,77.5
2025-04-13 10:00:00,-2.376175,-1.8007202,-1.7377014,-1.3755493,290.37445,303.8356,13.0,77.5
2025-04-13 11:00:00,-1.7525177,-0.9448242,-1.2993469,-0.6388092,290.75317,303.07288,13.0,77.5
2025-04-13 12:00:00,-1.0517426,-0.23536682,-0.2316742,0.074661255,291.01935,303.06583,13.0,77.5
2025-04-13 13:00:00,0.53660583,0.1607666,1.0624847,0.27212524,292.70166,301.75684,13.0,77.5
2025-04-13 14:00:00,1.4477539,-1.6562958,1.0641174,-1.435791,292.13525,300.1698,13.0,77.5
2025-04-13 15:00:00,1.052597,-3.9512634,0.41716003,-1.9053955,290.37726,297.76755,13.0,77.5
2025-04-13 16:00:00,0.3683319,-3.8861084,0.1494751,-1.8414459,290.47137,297.61517,13.0,77.5
2025-04-13 17:00:00,-0.46281433,-2.579956,-0.96784973,-1.5927887,289.7234,297.4897,13.0,77.5
2025-04-13 18:00:00,-1.7882385,-0.7633209,-1.4800262,-0.19863892,289.6975,296.98303,13.0,77.5
2025-04-13 19:00:00,-2.8781738,0.91937256,-1.6740723,0.29652405,289.2915,297.05762,13.0,77.5
2025-04-13 20:00:00,-3.246582,2.3223114,-1.6973724,0.5331726,289.7932,295.52487,13.0,77.5
2025-04-13 21:00:00,-2.8185577,3.074646,-1.6978607,0.7423401,289.6315,295.55405,13.0,77.5
2025-04-13 22:00:00,-3.3640747,3.380249,-1.6911926,0.9126282,289.12933,295.19,13.0,77.5
2025-04-13 23:00:00,-2.8370361,3.5622253,-1.5744934,1.2474823,289.06958,295.13382,13.0,77.5
2025-04-14 00:00:00,-2.5271606,3.7093353,-1.3180847,1.3530121,289.38544,296.17444,13.0,77.5
2025-04-14 01:00:00,-2.0267487,4.2561646,-1.0398102,1.628067,289.53217,296.2627,13.0,77.5
2025-04-14 02:00:00,-1.4296265,4.0038147,-0.8602295,2.0090332,290.0991,297.92267,13.0,77.5
2025-04-14 03:00:00,-0.5302582,2.8444672,-0.37191772,2.1058044,291.12726,298.37125,13.0,77.5
2025-04-14 04:00:00,0.18669128,2.2729492,0.19692993,1.8044739,291.27136,298.64972,13.0,77.5
2025-04-14 05:00:00,0.57476807,1.5499115,0.51600647,1.2743225,291.1422,299.95734,13.0,77.5
2025-04-14 06:00:00,0.50709534,0.8112488,0.45355225,0.70274353,291.0282,302.4345,13.0,77.5
2025-04-14 07:00:00,0.21002197,0.18041992,0.20973206,0.19064331,291.12384,303.27847,13.0,77.5
2025-04-14 08:00:00,-0.08505249,-0.35482788,-0.018249512,-0.2447052,289.79135,304.11664,13.0,77.5
2025-04-14 09:00:00,-0.60157776,-1.1838379,-0.45085144,-0.94177246,288.8183,304.57983,13.0,77.5
2025-04-14 10:00:00,-2.102295,-1.2950745,-1.7537384,-0.88105774,289.3739,303.3793,13.0,77.5
2025-04-14 11:00:00,-1.6946411,0.2490387,-1.1199646,0.31323242,289.71716,301.39893,13.0,77.5
2025-04-14 12:00:00,-0.08305359,0.67523193,0.070236206,0.53305054,290.76733,300.7105,13.0,77.5
2025-04-14 13:00:00,-1.9672089,1.7712097,-0.878891,0.8257141,291.5517,299.76636,13.0,77.5
2025-04-14 14:00:00,-2.1730042,3.2542267,-0.7095032,1.6535492,290.32184,298.8473,13.0,77.5
2025-04-14 15:00:00,0.0077056885,3.820694,0.39053345,1.8018188,290.41278,297.30438,13.0,77.5
2025-04-14 16:00:00,2.2649078,3.4406433,1.3204193,1.4907074,290.4335,297.0462,13.0,77.5
2025-04-14 17:00:00,3.6108093,3.1331635,1.8299866,1.4630585,290.34033,296.27298,13.0,77.5
2025-04-14 18:00:00,3.1406555,3.650711,1.5293884,1.8968506,290.85306,295.62735,13.0,77.5
2025-04-14 19:00:00,2.02948,3.765564,0.84277344,1.906723,290.72693,295.71338,13.0,77.5
2025-04-14 20:00:00,1.0163727,3.0329895,0.22267151,1.4569855,290.8053,295.101,13.0,77.5
2025-04-14 21:00:00,0.10649109,2.8203125,-0.3427124,1.1247101,290.6104,294.45667,13.0,77.5
2025-04-14 22:00:00,1.482193,3.0437317,0.52142334,1.3249817,291.1203,293.83948,13.0,77.5
2025-04-14 23:00:00,1.9618378,3.26297,0.92474365,1.3330536,290.89795,293.90118,13.0,77.5
2025-04-15 00:00:00,2.656662,2.6140594,1.2093048,0.8746948,291.23108,295.13422,13.0,77.5
2025-04-15 01:00:00,2.7441864,1.6826172,1.2934113,0.44926453,291.39386,295.25287,13.0,77.5
2025-04-15 02:00:00,2.506668,1.1076813,1.7144928,0.6306915,291.28003,296.3054,13.0,77.5
2025-04-15 03:00:00,2.5387726,0.91664124,1.9612885,0.6573639,291.16635,296.62933,13.0,77.5
2025-04-15 04:00:00,2.5945892,0.611496,2.063263,0.4708557,291.06,297.00513,13.0,77.5
2025-04-15 05:00:00,2.2972412,0.081726074,1.8710785,0.10229492,291.58826,299.41434,13.0,77.5
2025-04-15 06:00:00,1.640976,-0.12220764,1.3774719,-0.033050537,291.5052,302.58264,13.0,77.5
2025-04-15 07:00:00,0.68392944,-0.1634674,0.606308,-0.07009888,291.16772,303.06384,13.0,77.5
2025-04-15 08:00:00,-0.44992065,-0.48558044,-0.37286377,-0.3580017,290.98962,304.6749,13.0,77.5
2025-04-15 09:00:00,-0.8609009,-0.7438965,-0.6909332,-0.54745483,290.8841,304.98743,13.0,77.5
2025-04-15 10:00:00,-1.5013428,-0.6466522,-1.2114868,-0.45535278,290.15497,304.41858,13.0,77.5
2025-04-15 11:00:00,-1.4456329,-0.12059021,-1.1488953,0.020004272,289.6319,304.44354,13.0,77.5
2025-04-15 12:00:00,-1.3379059,1.030014,-0.7141266,0.717453,290.29813,304.19183,13.0,77.5
2025-04-15 13:00:00,-0.8043518,2.639618,-0.36268616,1.9649811,291.34973,303.73764,13.0,77.5
2025-04-15 14:00:00,-0.31318665,3.267517,-0.08518982,2.2027893,291.6347,301.38538,13.0,77.5
2025-04-15 15:00:00,0.116760254,3.1925507,0.2692566,2.4335632,291.71167,300.33002,13.0,77.5
2025-04-15 16:00:00,0.21232605,3.0850983,0.0337677,2.1965027,292.08862,299.6057,13.0,77.5
2025-04-15 17:00:00,-0.12690735,3.0977783,-0.64634705,1.9696655,291.60727,298.21814,13.0,77.5
2025-04-15 18:00:00,-0.9016113,3.603714,-1.1829681,1.6712952,290.9708,297.27798,13.0,77.5
2025-04-15 19:00:00,-2.013214,4.262085,-1.4271545,1.5643768,290.7114,297.03214,13.0,77.5
2025-04-15 20:00:00,-2.6411285,4.1242065,-1.5580902,1.7120972,290.4461,296.25,13.0,77.5
2025-04-15 21:00:00,-2.3664703,3.8510742,-1.2932434,1.7339478,290.77423,296.09247,13.0,77.5
2025-04-15 22:00:00,-2.4800873,4.0809937,-1.2329407,1.9851074,291.13354,295.51514,13.0,77.5
2025-04-15 23:00:00,-1.7683563,4.7625732,-0.96746826,2.2110138,291.45514,295.3454,13.0,77.5
2025-04-16 00:00:00,-0.7417908,5.1063843,-0.4407196,2.263031,291.2953,296.0094,13.0,77.5
2025-04-16 01:00:00,0.28726196,4.428955,0.0783844,2.052826,291.76633,295.78757,13.0,77.5
2025-04-16 02:00:00,0.6922455,3.5416565,0.4065094,2.2713165,292.03186,297.18073,13.0,77.5
2025-04-16 03:00:00,1.1854858,3.059433,0.89923096,2.3239288,292.3818,297.36646,13.0,77.5
2025-04-16 04:00:00,1.9003296,2.2280884,1.5038757,1.7642212,292.54956,297.33838,13.0,77.5
2025-04-16 05:00:00,2.1156616,1.4970245,1.6970215,1.2163544,293.20825,299.29767,13.0,77.5
2025-04-16 06:00:00,2.2925568,1.0631409,1.848465,0.8896637,293.358,301.7035,13.0,77.5
2025-04-16 07:00:00,2.6459045,0.69885254,2.1325073,0.60272217,293.38968,302.16568,13.0,77.5
2025-04-16 08:00:00,2.938385,0.31158447,2.360199,0.3118286,292.97736,304.34445,13.0,77.5
2025-04-16 09:00:00,2.5842896,0.023834229,2.072281,0.09260559,292.37012,304.5572,13.0,77.5
2025-04-16 10:00:00,2.5952911,-0.62098694,2.0539398,-0.41996765,292.40338,303.79248,13.0,77.5
2025-04-16 11:00:00,1.8237305,-0.6980438,1.3770142,-0.5368805,292.01114,303.25967,13.0,77.5
2025-04-16 12:00:00,-0.18237305,-0.93370056,-0.3187561,-0.6517639,293.2811,301.27942,13.0,77.5
2025-04-16 13:00:00,-3.7356415,1.2413483,-2.0319824,0.91830444,293.6422,300.04724,13.0,77.5
2025-04-16 14:00:00,-3.896637,3.403656,-1.7426605,1.96521,293.41046,297.9638,13.0,77.5
2025-04-16 15:00:00,-0.6126251,4.3805695,0.035705566,2.3770447,293.54602,295.87024,13.0,77.5
2025-04-16 16:00:00,1.6002655,3.737503,0.8992615,1.8122101,293.3227,295.73465,13.0,77.5
2025-04-16 17:00:00,1.9638977,2.7743073,0.6723175,1.2815399,293.11395,294.87018,13.0,77.5
2025-04-16 18:00:00,2.265213,2.961441,0.691391,1.2963715,293.04788,294.92178,13.0,77.5
2025-04-16 19:00:00,2.3105164,3.6225739,0.6799774,1.575119,292.88947,294.90454,13.0,77.5
2025-04-16 20:00:00,2.2646332,4.3336334,0.7235565,1.9450378,292.57852,294.6457,13.0,77.5
2025-04-16 21:00:00,2.2679749,4.2567444,0.74494934,1.8056488,292.3592,294.6327,13.0,77.5
2025-04-16 22:00:00,0.13470459,2.748352,-0.2758484,0.8420868,292.23145,294.6718,13.0,77.5
2025-04-16 23:00:00,0.6352234,1.9743195,0.2290802,0.91389465,292.3215,294.68402,13.0,77.5
2025-04-17 00:00:00,1.5363922,1.5909729,0.9333496,0.38839722,293.16125,296.03757,13.0,77.5
2025-04-17 01:00:00,2.5201874,1.3314972,1.2164612,0.29818726,293.22528,296.02255,13.0,77.5
2025-04-17 02:00:00,2.402176,0.45440674,1.5379486,0.19148254,294.16327,297.15662,13.0,77.5
2025-04-17 03:00:00,2.5762634,0.7548981,2.002594,0.5888977,294.37152,297.33698,13.0,77.5
2025-04-17 04:00:00,2.4991608,1.2849274,1.9901123,1.0326691,294.2587,297.77264,13.0,77.5
2025-04-17 05:00:00,2.129242,1.1253052,1.7254639,0.94389343,293.8919,299.36957,13.0,77.5
2025-04-17 06:00:00,1.6511841,0.71069336,1.361206,0.633667,293.9737,302.16418,13.0,77.5
2025-04-17 07:00:00,1.5496216,0.38043213,1.2840576,0.39474487,293.93552,302.57318,13.0,77.5
